id,q_0.1,q_0.2,q_0.3,q_0.4,q_0.5,q_0.6,q_0.7,q_0.8,q_0.9
1.csv_Day8_3h00m,7.900000095367432,11.920000076293945,19.8700008392334,18.170000076293945,20.520000457763672,23.6200008392334,23.6200008392334,27.59000015258789,26.469999313354492
1.csv_Day8_3h30m,7.889999866485596,11.960000038146973,19.81999969482422,18.229999542236328,20.59000015258789,23.6200008392334,23.6200008392334,27.59000015258789,26.459999084472656
1.csv_Day8_4h00m,7.46999979019165,11.029999732971191,17.329999923706055,17.450000762939453,20.260000228881836,23.389999389648438,23.489999771118164,27.420000076293945,26.329999923706055
1.csv_Day8_4h30m,7.460000038146973,11.050000190734863,17.350000381469727,17.469999313354492,20.309999465942383,23.399999618530273,23.479999542236328,27.399999618530273,26.309999465942383
1.csv_Day8_5h00m,6.760000228881836,10.140000343322754,14.329999923706055,16.719999313354492,19.959999084472656,23.149999618530273,23.31999969482422,27.139999389648438,26.15999984741211
1.csv_Day8_5h30m,6.769999980926514,10.15999984741211,14.380000114440918,16.760000228881836,20.0,23.139999389648438,23.309999465942383,27.1299991607666,26.149999618530273
1.csv_Day8_6h00m,5.710000038146973,9.119999885559082,12.140000343322754,15.979999542236328,19.59000015258789,22.809999465942383,23.139999389648438,26.850000381469727,25.959999084472656
1.csv_Day8_6h30m,5.710000038146973,9.149999618530273,12.180000305175781,16.0,19.639999389648438,22.780000686645508,23.1299991607666,26.84000015258789,25.940000534057617
1.csv_Day8_7h00m,4.139999866485596,8.449999809265137,11.079999923706055,15.25,19.280000686645508,22.260000228881836,22.90999984741211,26.459999084472656,25.690000534057617
1.csv_Day8_7h30m,4.199999809265137,9.229999542236328,16.479999542236328,16.329999923706055,21.030000686645508,22.81999969482422,23.15999984741211,25.68000030517578,25.690000534057617
1.csv_Day8_8h00m,3.390000104904175,9.770000457763672,20.020000457763672,17.850000381469727,24.1299991607666,24.350000381469727,24.18000030517578,25.469999313354492,26.56999969482422
1.csv_Day8_8h30m,3.859999895095825,10.569999694824219,20.690000534057617,20.049999237060547,26.8700008392334,26.760000228881836,26.329999923706055,27.43000030517578,28.510000228881836
